rank,priority_score,provider,normalized_id,doi,openalex_id,arxiv_id,s2_paper_id,external_id_sample,citing_paper_count,high_value_categories,evidence_gap_reasons,top_citing_papers,top_citing_titles,provider_backfill_strategy,claim_scope,evidence_grade,uncertainty_reasons_json
1056,1028.0,openalex,W1971185946,,W1971185946,,,W1971185946,10,branch_split_driver;cluster_representative;main_path_node;top_keystone,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6H4CTPVWFJ12Z6TBZDNZEJ;01KS6HNG77DJ5XYCC0DTM4Q2P2;01KS6HCGRGREZGPMQX9FCF2FG3;01KS6HK6QQK80W241T37P1MTYF;01KS6HR6M41RZKVKX53BJ3S7G6;01KS6GWPG2CNRDRQSYYEJCA5NT,Topological Photonics;Topological Photonics;Measurement of topological invariants in a 2D photonic system;Microwave photonics with superconducting quantum circuits;Quantum Simulation with Interacting Photons;Klein tunneling in driven-dissipative photonic graphene;Coherent generation of photonic fractional quantum Hall states in a cavity and the search for anyonic quasiparticles;Progress in Superconducting Metamaterials,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1057,1028.0,openalex,W1983258429,,W1983258429,,,W1983258429,10,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6HX399B7S6TBE3AV7B3M49;01KS6HK17E31A8G94WNCHPKS13;01KS6HC4VTEV7XP1GR6SC0VBHR;01KS6H9BN2KKE3VF4F14NM17YT;01KS6GTBMWRRE68WE23ENCNNK0;01KS6H4JDJAZ46AM579JN81C5S,Topological Photonics;Topological Photonics;Topological phases and nonreciprocal edge states in non-Hermitian Floquet Insulators;Non-diffracting states in one-dimensional Floquet photonic topological insulators;Floquet-Weyl and Floquet-topological-insulator phases in a stacked two-dimensional ring-network lattice;Floquet Weyl Phases in a Three Dimensional Network Model;Network Models of Photonic Floquet Topological Insulators;Topologically non-trivial Floquet band structure in a system undergoing photonic transitions in the ultra-strong coupling regime,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1058,1028.0,openalex,W1984992793,,W1984992793,,,W1984992793,10,branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6HAPFJ2QH57A5AYKDF383K;01KS6GVB47KV747X531ZF5TGVV;01KS6TY9FZX1FD3ZG2NJV2MQN9;01KS6H05FP3Y4F5V60CG9878YC;01KS6HMFWR22ZZYC1GA3SDD2K8;01KS6V32MRY1P5YJC7DKTGZ9SN,"Topological Photonics;Topological Photonics;Valley-protected backscattering suppression in silicon photonic graphene;Experimental realization of photonic topological insulator in a uniaxial metacrystal waveguide;Topological photonic crystals: physics, designs and applications;The Emergence of Topological Nodal Points in Photonic Crystal with Mirror Symmetry;Gapless surface states originated from accidentally degenerate quadratic band touching in a three-dimensional tetragonal photonic crystal;Hybrid topological photonic crystals","Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1059,1028.0,openalex,W2000564135,,W2000564135,,,W2000564135,10,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KRCYA15VCTBY1QV53FGGEGMR;01KS6HRRCVWQ3QBB1E7RVR55KP;01KS6J3MN1M0KT5SPKNJRMQCXX;01KS6JMM8EFFGPDWHB6GDDDAWZ;01KS6V8Y1V9PDXNVR2B3MY8XN2;01KS6HFDZTNN8V30JFM251TASS,Topological Photonics;Topological Photonics;Pseudospin-orbit coupling and non-Hermitian effects in the Quantum Geometric Tensor of a plasmonic lattice;Strong-field Phenomena in Periodic Systems;Quadratic magnetooptic Kerr effect spectroscopy of Fe epitaxial films on MgO(001) substrates;Riemannian geometry of resonant optical responses;Direct evidence of terahertz emission arising from anomalous Hall effect;Giant anisotropic nonlinear optical response in transition metal monopnictide Weyl semimetals,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1060,1028.0,openalex,W2014430841,,W2014430841,,,W2014430841,10,branch_split_driver;cluster_representative;main_path_node;top_keystone,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6H3928HPG7KNTAQKV8H8GB;01KS6HA699SFSEERVPRR1VXYFA;01KS6HCTGZCHKWNFAH9CTQ39DM;01KS6H6CV3WMM0TXKZNXHJN7TD;01KRCY7ZBZ2EN7371T0T3YVZBC;01KS6HA0KHQJJ7RH63T2EPEJMG,Topological Photonics;Topological Photonics;Quantum spin Hall effect of light;All-Si Valley-Hall Photonic Topological Insulator;Two-Dimensionally Confined Topological Edge States in Photonic Crystals;Scattering-Free Optical Edge States between Heterogeneous Photonic Topological Insulators;Topological Dissipative Photonics and Topological Insulator Lasers in Synthetic Time-Frequency Dimensions;Experimental Realization of a Reflections-Free Compact Delay Line Based on a Photonic Topological Insulator,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1061,1028.0,openalex,W2017495946,,W2017495946,,,W2017495946,10,branch_split_driver;cluster_representative;main_path_node;top_keystone,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6HNG77DJ5XYCC0DTM4Q2P2;01KS6HAM128KHX48DGNZDTZXTY;01KS6HA6XGE1SPJ69WZ14D9TTX;01KS6HCGRGREZGPMQX9FCF2FG3;01KS6HDWDZNDHASRA8Y72JGR9M;01KS6H56V75TD9EAC5JWP8C294,Topological Photonics;Topological Photonics;Microwave photonics with superconducting quantum circuits;Non-Markovian Dynamics in Chiral Quantum Networks with Spins and Photons;Efficient single sideband microwave to optical conversion using an electro-optical whispering gallery mode resonator;Quantum Simulation with Interacting Photons;Synthetic Dimensions with Magnetic Fields and Local Interactions in Photonic Lattices;Advances in Quantum Teleportation,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1062,1028.0,openalex,W2025347344,,W2025347344,,,W2025347344,10,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J98WVGDD9V1Q5N23519KH;01KS6GZPSQHJ9MYGBE64593FYV;01KS6J0R5KGSKZDVY40MG52JDV;01KS6GZ10DNH6PNSMNZFEFY00V;01KS6V720B6NMEDHXGSC7RC284;01KS6SS4BP5P3ZXJN5FT2CBP34;01KS6QV1ET5F5P94GJ57YZ4P9W,Topological Photonics;Exceptional Topology of Non-Hermitian Systems;Topological Photonics;Symmetry and Topology in Non-Hermitian Physics;Selective enhancement of topologically induced interface states in a dielectric resonator chain;Non-Hermitian Photonic Lattices: tutorial;Symmetry and topological classification of Floquet non-Hermitian systems;Non-Hermitian chiral phononics through optomechanically-induced squeezing,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1063,1028.0,openalex,W2043533234,,W2043533234,,,W2043533234,10,branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6H4G62QFJ1SGK9H7RGB3BH;01KS6TY9FZX1FD3ZG2NJV2MQN9;01KS5KJD4KWBQHNQ5GXGRX67R9;01KS6JM0E6JPCQH1NVEDXXYSMN;01KS6V4VMVTQCYET7BT4DN3T3Z;01KS6JQQZ6JF27PTZFWV6KSB35,"Topological Photonics;Topological Photonics;Experimental Observation of Large Chern numbers in Photonic Crystals;Topological photonic crystals: physics, designs and applications;Four-wave Mixing of Topological Edge Plasmons in Graphene Metasurfaces;Experimental demonstration of topological slow light waveguides in valley photonic crystals;A brief review of topological photonics in one, two, and three dimensions;Topological cavity based on slow light topological edge mode for broadband Purcell enhancement","Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1064,1028.0,openalex,W2045305845,,W2045305845,,,W2045305845,10,branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6GVGNPEM0WFV7E54YK8K7R;01KS6HXBPT0499DRS8FHRZE932;01KS6JPCQDZNCZ065D6KV6N4YD;01KRCY8QMQ8KWB04P8METRSGJE;01KRCY352MEPAK671XBH7DWCCC;01KS6GBZPAV6YABZ63XZTRSS95,Topological Photonics;Topological Photonics;Topological Photonic Phase in Chiral Hyperbolic Metamaterials;Synthetic Dimension in Photonics;DNA-Assembled Advanced Plasmonic Architectures;Robust Optical Data Encryption by Projection-Photoaligned Polymer-Stabilized-Liquid-Crystals;Narrowband-to-broadband switchable and polarization-insensitive terahertz metasurface absorber enabled by phase-change material;DNA-based Self-Assembly of Chiral Plasmonic Nanostructures with Tailored Optical Response,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1065,1028.0,openalex,W2054660546,,W2054660546,,,W2054660546,10,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;top_keystone,branch_split_driver;limitation_evidence;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6HMD9TG7NRM1EG0VXAKR61;01KS6JPF4N64BP3S23P45XV68K;01KS6H871Q4B2G1Z1AG6J6X8N8;01KS6HGNPGA4EXZ25BKK5Y3TBE;01KS6HMDB4JST4AG6HSYYJJC7E;01KS6JBF2TR45D0F2P242B2ZEM;01KRCY7ZBZ2EN7371T0T3YVZBC,Topological Photonics;Photonic topological pumping through the edges of a dynamical four-dimensional quantum Hall system;Tutorial: synthetic frequency dimensions in dynamically modulated ring resonators;Synthetic dimensions in integrated photonics: From optical isolation to 4D quantum Hall physics;Topological one-way fiber of second Chern number;Exploring 4D Quantum Hall Physics with a 2D Topological Charge Pump;Dissipative analog of four-dimensional quantum Hall physics;Topological Dissipative Photonics and Topological Insulator Lasers in Synthetic Time-Frequency Dimensions,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1066,1028.0,openalex,W2068221458,,W2068221458,,,W2068221458,10,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6JPF4N64BP3S23P45XV68K;01KS6H871Q4B2G1Z1AG6J6X8N8;01KS6HNG77DJ5XYCC0DTM4Q2P2;01KS6JEP3WBZ99JKEDQBREKB2B;01KS6HQB64QS8S996N1Q0B9935;01KS6JK8RFQRSSQ5X5WQZ0780Z,Topological Photonics;Topological Photonics;Tutorial: synthetic frequency dimensions in dynamically modulated ring resonators;Synthetic dimensions in integrated photonics: From optical isolation to 4D quantum Hall physics;Microwave photonics with superconducting quantum circuits;Topological phases in ring resonators: recent progress and future prospects;Synthetic space with arbitrary dimensions in a few rings undergoing dynamic modulation;Topological holographic quench dynamics in a synthetic dimension,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1067,1028.0,openalex,W2071515958,,W2071515958,,,W2071515958,10,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;top_keystone,branch_split_driver;limitation_evidence;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6HMD9TG7NRM1EG0VXAKR61;01KS6HMDB4JST4AG6HSYYJJC7E;01KS6J3JZCA8XZQ8Q060RK0HE8;01KS6HB95GPCHE16Z89HMS0F1B;01KS6HE041TF010R5CAYYS9954;01KS6HXBPT0499DRS8FHRZE932,Topological Photonics;Topological Photonics;Photonic topological pumping through the edges of a dynamical four-dimensional quantum Hall system;Exploring 4D Quantum Hall Physics with a 2D Topological Charge Pump;Quantum interference of topological states of light;Topological Phase Transitions and Thouless Pumping of Light in Photonic Waveguide Arrays;Measuring topological invariants from generalized edge states in polaritonic quasicrystals;Synthetic Dimension in Photonics,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1068,1028.0,openalex,W2073047667,,W2073047667,,,W2073047667,10,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J98WVGDD9V1Q5N23519KH;01KS6GZPSQHJ9MYGBE64593FYV;01KS6J0R5KGSKZDVY40MG52JDV;01KS6GZ10DNH6PNSMNZFEFY00V;01KS6HPQGFJKGADMM1T64TZW3N;01KS6HBDT62TMRCBEP24BQVZ1D;01KS6GMS1GTFB0B4WK9BZSW9F5,Topological Photonics;Exceptional Topology of Non-Hermitian Systems;Topological Photonics;Symmetry and Topology in Non-Hermitian Physics;Selective enhancement of topologically induced interface states in a dielectric resonator chain;Topological Hybrid Silicon Microlasers;Anomalous edge state in a non-Hermitian lattice;Topologically protected midgap states in complex photonic lattices,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1069,1028.0,openalex,W2073529894,,W2073529894,,,W2073529894,10,branch_split_driver;cluster_representative;main_path_node;top_keystone,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6HW05S0NFN5MZ276DNTNTK;01KS6HA699SFSEERVPRR1VXYFA;01KS6HMG02SHXFZFPRM5AXSBJK;01KRCY9HNR91KHQK8WGEXYJMP1;01KS6H6CV3WMM0TXKZNXHJN7TD;01KS6HA0KHQJJ7RH63T2EPEJMG,Topological Photonics;Topological Photonics;Anomalous helical edge states in a non-Hermitian Chern insulator;All-Si Valley-Hall Photonic Topological Insulator;Observation of Photonic Topological Valley-Hall Edge States;A brief review of hybrid skin-topological effect;Scattering-Free Optical Edge States between Heterogeneous Photonic Topological Insulators;Experimental Realization of a Reflections-Free Compact Delay Line Based on a Photonic Topological Insulator,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1070,1028.0,openalex,W2124105934,,W2124105934,,,W2124105934,10,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6GTSV2GNW9GCC7W3WKC55P;01KS6HEQG3W143B06JBE4H08FR;01KS6HCGRGREZGPMQX9FCF2FG3;01KS6GCY95D9FKFTXRBP588CSH;01KS6H0SWQ7V9JNQ3QAT7PXK3Y;01KS6GZ05NWQFPZXYVGW7SA2XF,Topological Photonics;Topological Photonics;Interfacing single photons and single quantum dots with photonic nanostructures;Topological edge states of bound photon pairs;Quantum Simulation with Interacting Photons;Optomechanically induced non-reciprocity in microring resonators;Thermalization kinetics of light: From laser dynamics to equilibrium condensation of photons;Coherent Interaction of Light and Single Molecules in a Dielectric Nanoguide,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1071,1028.0,openalex,W2151895170,,W2151895170,,,W2151895170,10,branch_split_driver;cluster_representative;main_path_node;top_keystone,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6HG5GWE6KXJZER4WTK1ZEW;01KS6V41KS0ZV085YETHWN18GB;01KS6HPACTW4MME4NGCRDWF004;01KS6HRRCVWQ3QBB1E7RVR55KP;01KS6HZZ9R86SNA36G93W9KJEV;01KSE8Y3SQDX8NZBSGCB62WSZR,Topological Photonics;Topological Photonics;Detection of Zak phases and topological invariants in a chiral quantum walk of twisted photons;Soliton metacrystals: topology and chirality;Parametric amplification of optical phonons;Strong-field Phenomena in Periodic Systems;Injection current in ferroelectric group-IV monochalcogenide monolayers;Introduction to theory of high-harmonic generation in solids: tutorial,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1072,1028.0,openalex,W2167105989,,W2167105989,,,W2167105989,10,branch_split_driver;cluster_representative;future edge target;future_endpoint;main_path_node;resolution_evidence;top_keystone,branch_split_driver;future edge target;future_endpoint;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6HNG77DJ5XYCC0DTM4Q2P2;01KS6HE44SSFM031DZZME74YX6;01KS6HAM128KHX48DGNZDTZXTY;01KS6H6X6AMZ8E1W61AXS287C2;01KS6QV1ET5F5P94GJ57YZ4P9W;01KS6H418D3QN0K7CG73029FNN;01KS6HMD3VDFZG9S2BZV95B0HZ,"Topological Photonics;Microwave photonics with superconducting quantum circuits;Nonreciprocity and magnetic-free isolation based on optomechanical interactions;Non-Markovian Dynamics in Chiral Quantum Networks with Spins and Photons;Coherent coupling between radio frequency, optical, and acoustic waves in piezo-optomechanical circuits;Non-Hermitian chiral phononics through optomechanically-induced squeezing;Chiral Bogoliubons in Nonlinear Bosonic Systems;Engineering phonon leakage in nanomechanical resonators","Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1073,1028.0,openalex,W2223404803,,W2223404803,,,W2223404803,10,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6GZPSQHJ9MYGBE64593FYV;01KS6VBDHRV3J908QKPSC8KMJV;01KS6JM01BB5MXN2G03JKHZ3PG;01KS6HVAAFHDBBHGR4ZDJMSCGG;01KS6J45WYG3B0PYCV55FG5V76;01KSD8Z5ZZ35BHV2YA3PNZ58JD;01KS6JB8T63ZJTD03RBA8KYR32,Topological Photonics;Topological Photonics;Non-Hermitian Floquet Topological Matter -- A Review;Optically reconfigurable quantum spin-valley Hall effect of light in coupled nonlinear ring resonator lattice;Nonequilibrium steady states of electric-field driven Mott insulators;Microscopic theory for the light-induced anomalous Hall effect in graphene;Nonequilibrium steady states in the Floquet-Lindblad systems: van Vleck's high-frequency expansion approach;General description for nonequilibrium steady states in periodically driven dissipative quantum systems,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1074,1028.0,openalex,W2338360437,,W2338360437,,,W2338360437,10,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J22ZAAGM0XN79MCQZ8984;01KS6HZBFY21Z2VJ54173Z1NJQ;01KS6HX5Q78DSBJVQG8SWWR5P5;01KS6JHE6XS5W2PW9R5CD4PBSB;01KS6HMZ3HHDNHCJR2ZME3B99X;01KS6J7JSSJJM03HG1C3JBR8Z3;01KRCY7Y50BX1DT92M342126JR,Topological Photonics;New topological invariants in non-Hermitian systems;Knotted Non-Hermitian Metals;Exceptional Links and Twisted Fermi Ribbons in non-Hermitian Systems;Simulating Exceptional Non-Hermitian Metals with Single-Photon Interferometry;Experimental discovery of nodal chains;Observation of non-Abelian nodal links in photonics;Non-Hermitian skin effect enforced by nonsymmorphic symmetries,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1075,1028.0,openalex,W2550557842,,W2550557842,,,W2550557842,10,branch_split_driver;cluster_representative;main_path_node;resolution_evidence,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6HG009MS2ZQ524KPZ5SRZE;01KS6JEP3WBZ99JKEDQBREKB2B;01KS6JG6E90NDQZAFBN3M6R98F;01KRCYH80YFE77726P92E7XQ4A;01KS6V4QQC76DKT75X5DZC2MEY;01KS6HG5E9H0F0RR42C5R0YA9K;01KS6V9V6N6P193XYSS1E813ZR,Topological Photonics;Experimental observation of optical Weyl points;Topological phases in ring resonators: recent progress and future prospects;Experimental observation of topological exciton-polaritons in transition metal dichalcogenide monolayers;2D Topological Edge States in Periodic Space-Time Interfaces;An operator-based approach to topological photonics;Robust unidirectional transport in a one-dimensional metacrystal with long-range hopping;Classifying topology in photonic heterostructures with gapless environments,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1076,1028.0,openalex,W2579757714,,W2579757714,,,W2579757714,10,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS5KHZZ6N80QF9EKFVZZASTV;01KS6HKT0ZYEJSBRYDTNP3MERE;01KS6JEP3WBZ99JKEDQBREKB2B;01KS6JHMEH8B9AYHJQC8CN4A0F;01KRCYDACVAF3ACQB69RMRX4XJ;01KSE6SR9G9N0DPK58DHJ8TCYD;01KS6V4VMVTQCYET7BT4DN3T3Z,"Topological Photonics;Active topological photonics;Lasing in topological edge states of a 1D lattice;Topological phases in ring resonators: recent progress and future prospects;Nonlinear Imaging of Nanoscale Topological Corner States.;Sub-symmetry protected topological states;Topological Photonics on a Small Scale;A brief review of topological photonics in one, two, and three dimensions","Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1077,1028.0,openalex,W2735752016,,W2735752016,,,W2735752016,10,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6JPF4N64BP3S23P45XV68K;01KS6V9NWFC4G715XJJSWJBMDT;01KS6V6HFX3R046F8NYRBQABRP;01KS6V47RTEE39PXRW2C2EJ9Y5;01KS6J2S0DCWWDCBNB8QB1E9V3;01KRCY5VKZHBMYQ2H548Z4S9Q2;01KS6J6ENGFVWJTBGT9GY0WX4C,Topological Photonics;Tutorial: synthetic frequency dimensions in dynamically modulated ring resonators;Multi-dimensional band structure spectroscopy in the synthetic frequency dimension;Simulating topological materials with photonic synthetic dimensions in cavities;Artificial non-Abelian lattice gauge fields for photons in the synthetic frequency dimension;Experimental band structure spectroscopy along a synthetic dimension;Experimental observation of energy-band Riemann surface;Electric fields for light: Propagation of microwave photons along a synthetic dimension,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
